Time inv,EXP m = 3 inv,VAR m = 3 inv,EXP m = 5 inv,VAR m = 5 inv,EXP m = 8 inv,VAR m = 8 inv,Time sim,EXP m = 3 sim,VAR m = 3 sim,EXP m = 5 sim,VAR m = 5 sim,EXP m = 8 sim,VAR m = 8 sim
2.4000000000000004,3.320783303580555,25.306518629391476,4.7580043515820165,40.07507808386998,6.4909111741160075,61.040914283123996,2.4000000000000004,3.3892976382704734,25.749712548587198,4.733165823289946,39.66765864815002,6.544307796144937,61.64418748054964
2.5,3.3836979927126833,25.783948563277377,4.844174549913319,40.88197878036402,6.604286412289355,62.339859806169684,2.5,3.456450821460436,26.212798794700923,4.815099753939226,40.35657056131594,6.66153514691571,63.06083344087782
2.6,3.4437626301301236,26.23880419819732,4.92658170771935,41.654740140442314,6.71284141400821,63.58865508175919,2.6,3.5183465242982486,26.652120477656354,4.895564160622654,41.10590764798954,6.7696836925088295,64.19599869261519
2.7,3.5011285826629006,26.672198484249947,5.0054315419668285,42.394885812130745,6.816844627382949,64.78940753614154,2.7,3.5727507685387367,27.130628334549215,4.976330536477438,41.81458740746919,6.874793771182525,65.39106220673176
2.8000000000000003,3.5559354875019835,27.085174594912225,5.080912647933957,43.103841319313325,6.916541771079608,65.94408760861936,2.8000000000000003,3.625050486493869,27.487899028312913,5.051002292815949,42.5394761518497,6.974622787535286,66.61433608036592
2.9000000000000004,3.608312596240026,27.47871368914373,5.15319849171442,43.78294561248861,7.012158441678054,67.05454361777748,2.9000000000000004,3.675205019557865,27.8752109703356,5.1259923329403785,43.231973601491276,7.0718607953938655,67.75623215992218
3.0,3.658379936895429,27.853741373896057,5.222449132985815,44.433460919076,7.103902359898115,68.12251482624993,3.0,3.7237823828146754,28.23684935242455,5.196095878396958,43.822258131158264,7.1644086534363955,68.81137704216246
3.1,3.7062493198079096,28.211133086648147,5.288812718847083,45.056581135390175,7.191965315897477,69.14964291825375,3.1,3.7719731252582616,28.640502446385575,5.263864915676491,44.445093806119246,7.252317402864153,69.76959788816768
3.2,3.7520252076877654,28.551718605966517,5.35242678301185,45.65343896111159,7.276524863581983,70.13748208871698,3.2,3.8127880481675573,28.98421181114626,5.32287044961512,45.01043822836684,7.335365180063566,70.74600444943044
3.3000000000000003,3.795805470387691,28.876285834982852,5.413419378171824,46.22511195432235,7.357745800961368,71.08750791973574,3.3000000000000003,3.8551061489289706,29.315512164848705,5.388211404873422,45.69271754485166,7.411131812893199,71.5216667577503
3.4000000000000004,3.8376820397772775,29.185583998539748,5.471910065276546,46.77262765852885,7.435781475523157,72.00112503803419,3.4000000000000004,3.8955522371144418,29.64337089978458,5.4430732319708905,46.220094682541344,7.485045628645058,72.39271194389012
3.5,3.8777414777356682,29.480326369279446,5.528010778640265,47.29696794150553,7.510774926638618,72.87967394021567,3.5,3.934587865618077,29.919456963900213,5.495036297128758,46.69178884990738,7.557236988940437,73.22683115577989
3.6,3.916065470984776,29.761192598648545,5.581826582861197,47.79907266366155,7.582859901441395,73.72443677274413,3.6,3.9765572620076113,30.282171235208132,5.551555733479736,47.26263507769096,7.632444468485828,74.17840610037962
3.7,3.95273126115012,30.028830744698144,5.633456336679274,48.279842790498805,7.6521617478557005,74.5366424465829,3.7,4.017063574465183,30.549796362007754,5.599235843988343,47.73354434062226,7.704408567020319,74.92221768633975
3.8000000000000003,3.9878120212285637,30.283859040254317,5.68299327500165,48.74014301709175,7.71879820773222,75.31747102426192,3.8000000000000003,4.0469741577345335,30.743183959165254,5.646791184070356,48.21198303814557,7.777195072474187,75.80926506907721
3.9000000000000004,4.021377183805711,30.526867464513955,5.730525519776307,49.18080401787485,7.782880123417044,76.06805743292972,3.9000000000000004,4.082548438315808,31.022947656174,5.695802854047334,48.732506989665886,7.844881666335234,76.66444206875713
4.0,4.053492729718428,30.758419150157927,5.776136529708111,49.602624351636,7.844512061649681,76.78949472514378,4.0,4.114176113976401,31.262641155541733,5.74282927333227,49.2699081266265,7.908441130721364,77.33288034471059
4.1000000000000005,4.0842214412899835,30.979051658480074,5.819905494313474,50.00637211731546,7.9037928609783705,77.48283699353594,4.1000000000000005,4.143956860181406,31.4430341715344,5.785120789642925,49.58360100497638,7.9688546842976695,78.0513730764206
4.2,4.1136231266613805,31.189278148317687,5.861907682421844,50.39278638455513,7.960816140727815,78.14910146180338,4.2,4.172719873436554,31.655797212401648,5.827052851274168,49.96374170858895,8.027732836761201,78.7184772669966
4.3,4.1417548176078185,31.38958845949434,5.902214748657229,50.7625784385725,8.015670722977035,78.78927084766642,4.3,4.198526164935866,31.833576770739164,5.867637831370717,50.310921700809146,8.080075732847758,79.31412685941096
4.4,4.168670946354041,31.580450125484987,5.940895004484247,51.116432901712855,8.068441034402724,79.40429490944136,4.4,4.224488292437702,32.044661032515506,5.900038057721321,50.61973515322276,8.128736331724035,79.89796054591942
4.5,4.194423503245645,31.76230932385746,5.978013658039146,51.45500872351684,8.119207445624937,79.99509212361123,4.5,4.251125152350985,32.207677249973955,5.938371400246104,50.91107394985772,8.17810078191668,80.48965070664711
4.6000000000000005,4.219062177917024,31.93559178615548,6.013633026983399,51.77894009430247,8.168046589818289,80.56255082533404,4.6000000000000005,4.27909362741302,32.3727885650505,5.972652813777766,51.21325482604561,8.225076888260448,81.00142472342883
4.7,4.242634487536407,32.10070365188991,6.047812727638501,52.08883728173025,8.215031631774309,81.10753050255866,4.7,4.304643841734354,32.576097337979384,6.005068700561805,51.52795021613261,8.272398798214516,81.51412306561446
4.800000000000001,4.265185892076801,32.25803230189251,6.080609842912281,52.385287411801016,8.26023251095225,81.63086288131223,4.800000000000001,4.325873147623659,32.67407312203472,6.042592998140391,51.91080969299718,8.31830285566113,81.98643749361793
4.9,4.286759900126668,32.40794714321123,6.112079075181498,52.66885520297642,8.30371618047792,82.13335244401075,4.9,4.350308256595711,32.81803800602152,6.074241199376056,52.231386663209314,8.365781658343595,82.61979940603636
5.0,4.307398165440958,32.55080037787198,6.142272879403379,52.940083677383235,8.345546772279334,82.61577792717446,5.0,4.369624891613305,32.912974395314194,6.10405081880342,52.49149133702577,8.406259309395677,83.11063697467682
5.1000000000000005,4.327140575942565,32.686927731035595,6.171241587294958,53.19949483551471,8.385785815581329,83.07889213463763,5.1000000000000005,4.38772461805685,33.0441856042566,6.137157258171555,52.828880468916495,8.444529770857207,83.47796655555365
5.2,4.346025335994312,32.81664916621835,6.199033516408292,53.44759031347545,8.424492342638814,83.52342383960972,5.2,4.407357843863857,33.21755486368601,6.162762458831526,53.11670155462629,8.47973249626992,83.91416518717132
5.300000000000001,4.364089042799407,32.94026956639995,6.2256950716083,53.68485201795154,8.461723091763503,83.9500770484274,5.300000000000001,4.424500999099941,33.34653482656822,6.187242976708962,53.34996618803328,8.5183770529701,84.35825220444048
5.4,4.381366757957821,33.05807939438829,6.251270835938868,53.911742754945486,8.497532588507028,84.3595326896151,5.4,4.443653358843917,33.4543492435328,6.216060944118527,53.59576345148348,8.55663160165462,84.79620240669053
5.5,4.39789207426297,33.17035533069057,6.2758036552972385,54.12870684855567,8.531973279298796,84.75244884252346,5.5,4.457545906944385,33.53558297940502,6.238637964052016,53.82657599967037,8.593644228062074,85.25077277631533
5.6000000000000005,4.41369717835137,33.27736089250537,6.2993347153476975,54.33617073238622,8.565095644599353,85.12946109740595,5.6000000000000005,4.471742976191242,33.62408150628805,6.265048775847858,54.11774097138302,8.628343184841036,85.69817532545433
5.7,4.428812910755539,33.379347016543406,6.321903613973774,54.53454354880613,8.596948276304431,85.49118358827421,5.7,4.485998656215128,33.675155562689454,6.285946507456786,54.2724959931688,8.660599196139996,86.02768119554472
5.800000000000001,4.443268821419068,33.476552640216795,6.343548426511205,54.724217728854974,8.627577997688064,85.83820875714989,5.800000000000001,4.4968128341772236,33.72106950502934,6.307587580513944,54.41981556216118,8.688983177146063,86.30667877732132
5.9,4.4570932233283855,33.569205249594035,6.364305769546036,54.90556957179082,8.657029900648553,86.17110893554587,5.9,4.512891574809846,33.82582973525083,6.329731856630107,54.61100079395106,8.72047299008136,86.67760715095076
6.0,4.470313243750667,33.65752139835692,6.384210857890537,55.078959798564014,8.685347459416505,86.4904359342353,6.0,4.52231646378339,33.88794859689617,6.348599323097209,54.79412910672422,8.747168488543089,87.02685444046163
6.1000000000000005,4.482954871938119,33.74170722917111,6.403297560268442,55.244734111793946,8.71257257929176,86.79672204110256,6.1000000000000005,4.5371169995922696,33.99017080437094,6.367444063406143,54.96010349890672,8.773590567285298,87.24995393225247
6.2,4.495043005947295,33.82195895027465,6.421598450377786,55.403223737832846,8.738745641668771,87.09048100797094,6.2,4.549497678094548,34.061418019446336,6.3844331432535455,55.15654800761262,8.798876700450503,87.55578831865249
6.300000000000001,4.50660149653028,33.89846331326741,6.439144857206543,55.55474594872932,8.763905631169706,87.37220693426919,6.300000000000001,4.562476590278586,34.13935694132505,6.4032041964585025,55.29572797767222,8.826737495619193,87.86293540238545
6.4,4.517653190124122,33.97139805122575,6.455966909967316,55.69960459935339,8.788090102914907,87.64237690730032,6.4,4.575345352521487,34.229070788488755,6.417181890037056,55.39079918251157,8.84767557649784,88.1256411813135
6.5,4.528219968514122,34.04093231506009,6.472093583944428,55.83809061864617,8.811335295908037,87.90145000680819,6.5,4.584950528524773,34.30871267898506,6.4317992065560885,55.55030493140363,8.869781174719261,88.40463620863065
6.6000000000000005,4.538322789218853,34.10722708079612,6.487552742746175,55.97048251666557,8.833676173556654,88.14986810008493,6.6000000000000005,4.593544259944052,34.352958572686966,6.446193474750344,55.69929354945238,8.890839190140051,88.64823508795871
6.7,4.547981721753899,34.17043554491053,6.502371178604847,56.09704685942805,8.855146441183223,88.38805695120874,6.7,4.6042500477254915,34.42560588440598,6.458866572920786,55.781695639048976,8.909666545860196,88.8897560933296
6.800000000000001,4.557215984214054,34.230703499337,6.516574651642998,56.21803874779181,8.875778625597633,88.61642595825741,6.800000000000001,4.613405653649868,34.49882477456656,6.471523302318262,55.90275063686881,8.929046799731477,89.09835634606783
6.9,4.566043978058346,34.28816969157742,6.530187927751797,56.333702261783415,8.895604043875096,88.83537030792452,6.9,4.622620276387361,34.5739530082882,6.485213289733999,55.98039805249959,8.94735228751623,89.36180237290701
7.0,4.574483320813243,34.34296615921906,6.5432348141368095,56.44427090922322,8.914652950723195,89.04526894609077,7.0,4.630528326665303,34.635732527385954,6.497458118895609,56.06736499898102,8.966485289294337,89.56679018265915
7.1000000000000005,4.582550879041079,34.39521856781716,6.555738194467551,56.54996806787021,8.932954575036149,89.2464850849829,7.1000000000000005,4.638731528170492,34.706461263346625,6.509913149946876,56.18978559412162,8.98737528278247,89.82105781441305
7.2,4.590262798042588,34.445046516222604,6.56772006243753,56.6510073812142,8.950536997612375,89.43937049089392,7.2,4.645711811056846,34.73903038695721,6.522410476282302,56.27429475438489,9.001963911571634,89.9555258368696
7.300000000000001,4.597634532373178,34.49256383331201,6.579201554400328,56.747593166671145,8.967427343867996,89.62426218004319,7.300000000000001,4.654698051995936,34.79719922701723,6.534029254021304,56.36268798867632,9.020875389279064,90.18204467921151
7.4,4.604680874026997,34.53787885847812,6.590202979691043,56.83992081489836,8.983651766402176,89.80148407899746,7.4,4.661278130266046,34.842859029930764,6.544029335153963,56.47968398225941,9.035228285160251,90.37557687787933
7.5,4.611415979553257,34.58109471835072,6.600743852302827,56.92817714893049,8.999235480706005,89.97134739223841,7.5,4.66732996348224,34.87266449031631,6.552431782113871,56.55892345563131,9.049815675408146,90.52512140374118
7.6000000000000005,4.617853397032107,34.622309577427544,6.610842918258925,57.012540812021236,9.014202849817678,90.13414980450305,7.6000000000000005,4.6743949852502915,34.91515711777463,6.564191554799395,56.647396167432646,9.062742052694542,90.64796937663006
7.7,4.624006090789152,34.66161688192594,6.620518186120734,57.09318257573719,9.028577203704941,90.29018100453443,7.7,4.680333452985449,34.955648371964834,6.572436552736731,56.69237669078798,9.077130717410853,90.76508035251877
7.800000000000001,4.629886466302821,34.699105595929545,6.629786952436689,57.17026571493473,9.042381215076631,90.4397146284029,7.800000000000001,4.686265030227307,35.012915573020635,6.582238815441043,56.78083900358265,9.090719639706498,90.87698130228378
7.9,4.63550639335358,34.734860414989164,6.638665829136897,57.24394630376414,9.05563654244574,90.58301818875815,7.9,4.692712363374079,35.08210910187144,6.591725583713838,56.84624420763707,9.102323444298165,90.97429264676099
8.0,4.640877228606257,34.76896198210957,6.647170767725697,57.31437355803365,9.06836429834226,90.72034252509951,8.0,4.697947013372738,35.11310262089958,6.600069310958918,56.90778020660091,9.116293496115079,91.13832241161502
8.1,4.646009837183854,34.80148708638589,6.6553170863358275,57.381690088513686,9.08058455458766,90.85193513979537,8.1,4.701752378584398,35.1284861976722,6.60677457827572,56.9460138329382,9.127949420655753,91.24829859758613
8.200000000000001,4.650914613558413,34.832508851015675,6.663119491538225,57.446032227194486,9.092316841901436,90.97802882842025,8.200000000000001,4.707353769346721,35.150125713813594,6.613552127627428,57.00636025994287,9.138097471069994,91.31295866267466
8.3,4.6556015014097625,34.862096911986015,6.6705921019457435,57.50753028842097,9.103579915810798,91.09884850521351,8.3,4.71077952130904,35.16941110463267,6.620924877884403,57.060686149604365,9.150502181731937,91.42054479194073
8.4,4.660080012813339,34.890317596209954,6.6777484707723715,57.566308828109605,9.11439180560356,91.21461081824785,8.4,4.716362122932225,35.197618854750274,6.627423442340133,57.125938140881004,9.162047185904967,91.54793045732877
8.5,4.664359246449877,34.91723407465061,6.684601607542419,57.62248689500156,9.124769952784305,91.32552182417183,8.5,4.719791578270961,35.213440156194096,6.633150975729693,57.180385194863824,9.174543378313862,91.63257443295238
8.6,4.668447905955304,34.942906522531274,6.691163997848179,57.67617829663496,9.134731044377503,91.43178194003312,8.6,4.722832818409211,35.22120346181467,6.639269581346893,57.23589196667941,9.182830464546766,91.70659289771217
8.700000000000001,4.672354316015586,34.96739226611706,6.697447624723878,57.72749180234523,9.144291209443281,91.53358188922851,8.700000000000001,4.726475263910198,35.25006650628939,6.644994543002996,57.28131018303371,9.192754314154664,91.81279537363808
8.8,4.676086438614192,34.99074592709315,6.703463987786705,57.77653137553489,9.153466082773349,91.63110202059418,8.8,4.730470830291667,35.29164154194733,6.649941778252017,57.310768377696604,9.20309137681723,91.93969990959546
8.9,4.679651889731971,35.013019535893385,6.709224120823649,57.82339639526858,9.162270444215892,91.72452215508322,8.9,4.733024095264653,35.32682009145962,6.6545753751107215,57.34041200843039,9.211456032873624,92.02592033282559
9.0,4.683057952974266,35.03426268345426,6.71473861100867,57.868181858279506,9.170718768874679,91.81400857391633,9.0,4.736442126308547,35.35613880404814,6.6590272684222045,57.40023931282094,9.219028014357285,92.11202940072413
9.1,4.6863115945371305,35.05452262433798,6.720017616362981,57.91097856414142,9.178824913784638,91.8997226370777,9.1,4.739206828170313,35.36278962205297,6.665693656356507,57.467476396248664,9.228412049377491,92.216700456591
9.200000000000001,4.689419476743012,35.073844393205746,6.725070882022152,57.95187329845446,9.186602231357256,91.98181871580609,9.200000000000001,4.74250711752546,35.38400285439674,6.669871230355188,57.48522596185846,9.235911609154911,92.28594102725039
9.3,4.6923879717544,35.09227091456956,6.729907756308933,57.99094904923934,9.194063419552748,92.06044869938157,9.3,4.745474528266089,35.40507200800587,6.674824391529661,57.51869404634855,9.242598519863945,92.36691040959475
9.4,4.695223172973172,35.10984310505417,6.734537207598862,58.02828511013852,9.201220937855481,92.13575219018871,9.4,4.748396608435098,35.419613724417445,6.677892768743601,57.54339297603246,9.249088066537736,92.41590893394513
9.5,4.697930908368818,35.12659997109198,6.738967837327351,58.0639573128222,9.208086702057756,92.20786484905192,9.5,4.750688026428588,35.42651846861948,6.681986912864894,57.59259866347924,9.254753380592598,92.466728006023
9.600000000000001,4.700516751395355,35.14257869569879,6.743207896022511,58.09803814366801,9.214672081352717,92.27691921363541,9.600000000000001,4.753205480233603,35.43907452087752,6.685443501237027,57.61452639423322,9.26187112556097,92.52121827677585
9.700000000000001,4.702986032378277,35.15781473841827,6.747265297544146,58.13059690267734,9.220987953572916,92.34304390243828,9.700000000000001,4.755781924801783,35.45593217844837,6.689720104858449,57.655792624358796,9.26839032662404,92.57301964987806
9.8,4.705343848488781,35.17234190620552,6.751147631282208,58.16169983116776,9.227044902425945,92.40635924329497,9.8,4.7569062415205385,35.460573640243936,6.693035245776716,57.67008199901815,9.274929033719856,92.63027404472051
9.9,4.7075950748862425,35.18619243754795,6.754862175453212,58.191410286731816,9.232853290218998,92.46697590495295,9.9,4.75877482129766,35.46950031716065,6.697712043092946,57.71701744455542,9.280799706230178,92.67198763921029
10.0,4.709744373582893,35.19939708026102,6.75841591003433,58.21978883072187,9.238422749115813,92.52500854358517,10.0,4.759973910876093,35.479058048918866,6.70065120824831,57.735286360991346,9.286088500712177,92.72185720534291
